,address,comment,id_res,id_user,latitude,longitude,name_res,rating,username,label
51293,"Đường 30/4, Khu Phố 1, Dương Đông,Phú Quốc, Phú Quốc","Thật sự là 1 quán to ở Phú Quốc
Search gg thì thấy cũng đc review tốt, dù cũng có vài cmt í ẹ. nhg tin mình đi, nh cmt đó mới đúng :))
Món dọn lên thì nguội ngắt ( nói hơi quá tý nhg nó chỉ hơi hơi ấm thôi, mà món mình gọi là món nướng) nên thực sự ko thể chấp nhận đc. Mình hỏi đồ nướng sao nguội quá thì đc 1 e phục vụ trả lời là.... e ko biết :v cũng ko biết đường bảo check với bếp để đổi đĩa khác hoặc ít nhất cũng nướng thêm chút
Tôm trứng muối thì chảy nước
Mực thì mang nhầm đồ, làm mực nướng chao trong khi mình order nướng xả ớt 
Phục vụ thì vô cùng vô cùng chậm, chờ mãi mới đc một món nên bạn ấy trót mang lên r thì thôi
Quán lớn mà dịch vụ vô cùng tệ. ko có giấy ăn khô, ép dùng giấy ướt để tính tiền
Quán lớn thì cũng nên ý thức đc là đông khách để chuẩn bị món và nhân viên chứ, vì mình thấy đều là đoàn nên ko có lý gì lại lấy cớ đông khách quá mà chậm món, nhầm món cả, trong khi giá cả cũng chả phải rẻ
Nhận viên phục vụ thì cũng có người này người kia nhg nhìn chung là kém, ko nhiệt tình, cau có
Nói chung, mn đừng vào quán này!",23003,huongtra.nguyen.ec,10.214547,103.962475,Nhà Hàng Sông Xanh - Hải Sản,3.0,Alex Nguyen,0
51295,"Đường 30/4, Khu Phố 1, Dương Đông,Phú Quốc, Phú Quốc","Đi 4 người lớn và 1 trẻ nhỏ, gọi 2 món cá mú,hào,canh,đậu bắp...vì biết đợi sẽ hơi lâu 1 tí nên gọi món trứng tráng đơn giản cho bé nhỏ ăn trước. Vào từ 7.30 đến 8h40 ra được cá mú kho tộ và tô cơm trắng,cá thì nguội,món trứg đơn giản nhất cũng ko ra sớm được cho bé, gọi bia từ đầu mà chờ dài cổ cũng ko đem ra.cho bé ăn cơm với tí cá xong cả nhà mình tính tiền ra về. Quá bực và thất vọng, quán lớn mà làm ăn chán quá,nhân viên ra cũng ko xin lỗi khách 1 tiếng nữa chớ, ko bao giờ quay trở lại quán này",23003,toiday89,10.214547,103.962475,Nhà Hàng Sông Xanh - Hải Sản,3.0,Vũ Thảo,0
51297,"Đường 30/4, Khu Phố 1, Dương Đông,Phú Quốc, Phú Quốc","Lần đầu tiên mình đến PQ nên tìm hiểu khá kỹ các địa điểm ăn uống. Vậy mà ngay bữa ăn đầu tiên đã thất vọng quá chừng. Nghe giới thiệu món cơm chiên ghẹ của PQ rất đặc sắc, và cũng thấy có ngươiquán Sông Xanh, thế là vừa xuống tới nơi 2vc ghé quán để ăn trưa ròi mới ks. 
Dĩa cơm. Ghẹ được mang ra có một màu trắng nhợt nhạt. Ăn chả có vị gì đặc trưng hết, chỉ có vài sợi ghẹ ko nghe đc mùi ghẹ luôn. Giống như cơm hấp trộn chút thịt ghẹ hấp vậy đó. Giá 150k/dĩa. Món thứ hai cũng thất vọng ko kém là tô canh chua cá bớp. Nấu ngọt mà ko có ngon, nấu theo kiểu hay thấy ở mấy quán cơm bt vậy. Một tô canh có 1 lát cá cắt 3 mà tính 210 chả hiểu luôn.
2 vc tính ăn trưa cho đỡ đói vì mbay delau nguyên buổi sáng đói quá rồi tối mới đi ăn hải sản, vậy mà bữa cơm trưa thiệt hại hết 424k ăn không có gì ra cái gì.",23003,dqdl1708,10.214547,103.962475,Nhà Hàng Sông Xanh - Hải Sản,1.4,Bờ Na Nờ,0
51303,"Đường 30/4, Khu Phố 1, Dương Đông,Phú Quốc, Phú Quốc","Bọn mình vào đây ăn 2 người, order 1 con cá nhám 1kg làm 2 món: kho nghệ và nấu canh chua. Đợi đồ ăn tới hơn nửa tiếng, đá trong ly tan ra hết trơn. Đến lúc chịu ko đc nữa thì hỏi nhân viên, cô ấy cứ bảo đang làm. Cũng phải 15ph sau mới bưng lên: 1 nồi kho nghệ, 1 nồi nước lỏng bỏng chỉ có cá, mình hỏi sao ko có rau, nv bảo canh chua ở đây chỉ có cá, bó tay! Một hồi hỏi nv khác nó mới bảo có rau mà quên mang ra. Trước mặt bây giờ là một nồi cá kho và 1 nồi canh, ko biết ăn với cái gì, phải hỏi nữa mới biết là có thể ăn kèm với cơm trắng.
Rồi nhân viên mang ra 1 tô cơm to đùng, phải 6,7 người ăn mới hết, lúc tính tiền hết 40k, hỏi nó bảo phần cơm nhỏ nhất 40k. Cũng ko có nước mắm chấm cá nấu canh. Mình kêu mắm nv cho mắm, ko cho ớt, kêu ớt mãi ko thấy, một hồi phải kêu người khác mới có ớt. Đá uống nước phải xin mấy lần mới đc.
Phần đồ ăn thì kho nghệ mùi vị rất tệ, cá nấu canh bình thường. 
Lúc tính tiền tổng thiệt hại 631k cho hai người ăn, cá nhám bên ngoài ghi 400k/kg, lúc tính tiền kê lên 450k/kg. Bó tay toàn tập với cái quán này.
Thấy quán nhiều người khen, nên vợ chồng mình vào ăn, ai ngờ cuối cùng ko từ nào diễn tả. Tệ hơn cả chữ tệ.",23003,lquanghong,10.214547,103.962475,Nhà Hàng Sông Xanh - Hải Sản,2.0,Lê Hoàng,0
51304,"Đường 30/4, Khu Phố 1, Dương Đông,Phú Quốc, Phú Quốc","Nhóm mình đi Phú Quốc chỉ có hai ngày thôi. Ưu tiên hàng đầu dc đặt lên là phải ăn thử ở những quán ngon và nổi bật ở nơi đây để nắm được ẩm thực ở vùng đất này như thế nào. Sai lầm lớn nhất của mình là chọn Sông xanh cho ngày cuối trước khi về. Đổi lại là sự thất vọng, ngán ngẩm và mất hứng cho toàn bộ buổi tối.
Nhóm mình đi 16 ng. Khi đến quán thấy không gian thoáng mát gần biển cũng khá yên tâm là sẽ dc ăn ngon. Nhưng từ khi đặt chân dc lên tầng trên là thấy ngay sự hời hợt, tắc trách và thiếu chuyên nghiệp của nhà hàng. Hơn 8 phục vụ mà trải khăn bàn cho 3 cái bàn kê sát lại nhau phải xoay trái xoay phải nhằm tiết kiệm khăn trải bàn rồi cuối cùng trở lại phương án mỗi bàn một khăn sau một hồi nhân viên cắn nhau chí choé tranh cãi. Khá ngán ngẩm nhưng vì đói nên tụi mình cũng ngồi lại và gọi rất nhiều món.
Phải nói những món đặc sản ở đây như nhum, ghẹ và gỏi cá trích nếu muốn ăn thì nhà hàng k có đâu để mà order, trong khi mình thiết nghĩ những món đặc sản này nhất định phải có vì ngta ghé phú quốc k ăn những món đó thì ăn gì?
Cũng ráng cố đấm ăn xôi, mình gọi cơm ghẹ, nghêu hấp xả, cá bò nướng mọi, mực dồn thịt xào me, gỏi sứa và cá mú nửa làm lẩu nửa kho tộ. Nói k biết phải quá k chứ k có món nào ăn dc.
Cơm ghẹ, nấu tơi như xôi, thậm chí hạt gạo cứng và trơ trơ y như hạt nếp. So với đĩa cơm 90k ở quán nhậu ốc 343 gần đó thì cơm ghẹ này đúng là thảm họa, may mà mình k ăn cơm ghẹ ở đây lần đầu chứ k là mất hết cảm tình với mấy món đặc sản nơi đây rồi. 3 đĩa mỗi đĩa 170k.
Nghêu hấp xả, nghêu mập thịt chắc nhưng bạn đừng mong là được ăn hết dĩa. Một nửa là vỏ k hề có ruột, vậy là nghêu ươn hay là do tụi mình khó tính? Tiết mục vui của quán bắt đầu: có một bàn ng nc ngoài kế bên, các bạn phục vụ ra sức o bế và chụp hình chụp ảnh cùng họ. Tụi mình muốn ăn cơm (k đưa muỗng) và ăn nghêu (k đưa nước chấm) mà kêu hơn 8 lần phục vụ cũng k hề để ý. Đến mức ra mắng vốn mới đùn đẩy nhau đem lên.
Miến xào ghẹ: sợi miến chưa chín, thấy rõ sợi sống bên trong ăn mắc nghẹn cổ. Các bạn cứ tưởng tượng như kiểu ăn miến trụng chưa chín nó y như vậy mà đem xào lên đem cho khách được.
Gọi nghêu k có, gọi ghẹ cũng hết. Cá bớp cũng hết đành chuyển cá mú.
Cá mú kho tộ ăn tạm, cá k thấm, thịt cá như luộc. Nhưng thôi kệ. Đó là món ăn ngon nhất mình ăn dc rồi. Canh cá nêm rất nhạt, đầu cá mú bỏ vào nên mình tự hỏi con cá 1kg của mình đi đâu mất các khoanh còn lại mà chỉ còn lõng bõng như v được?

Cuối cùng cá bò nướng muối ớt: tụi em k nướng dc do da cá quá dày nướng mọi đi chị (sao in trong menu?) con cá kiểu dở tệ hại, thịt k mùi k vị, bộ đồ lòng k làm, còn nguyên đồ ăn cho cá trong bao tử. Mình tự hỏi nhà hàng này có tâm hay k khi phục vụ khách như v luôn.

Ra bill hơn 4tr mình kiểu ngán ngẩm vì mọi thứ đều dc đội lên hết sức lạ kì. Nhưng kệ. Trả tiền rồi đi cho lẹ.
Thậm chí họ mải giỡn đến nỗi k nhớ tụi mình đã order đá chanh vào đầu bữa tiệc. 

Một đi k bao h trở lại",23003,start_sth_new,10.214547,103.962475,Nhà Hàng Sông Xanh - Hải Sản,1.0,PoohPooh Péo Phị,0
51305,"Đường 30/4, Khu Phố 1, Dương Đông,Phú Quốc, Phú Quốc","Nhóm mình vừa đi ăn ở quán Sông Xanh tối hôm qua, thứ hai ngày 6 tháng 7 và tụi mình có đánh giá sau:
Vị trí: quán nằm trên đường 30-4 ngay trung tâm dễ tìm, quá nổi tiếng nên lên taxi nói là họ chở thẳng tới ngay. Quán mới có thêm 1 cái Sông Xanh 2 ở đối diện nhưng mình ăn ở quán 1.
Không gian: quán tương đối rộng, cơ sở vật chất khá kém. Nền nhà thì lớp nhớp nước từ dưới đất lên trên lầu do quầy đồ tươi sống đặt ở ko gian chật hẹp phía trước quán, khách mua cá tôm đc nvien cân xong cho lên nền nhà nên toàn nước là nước.
Chất lượng: Đồ ăn làm rất tệ ko như quảng cáo. Mình đến hết gỏi cá trích nên gọi gỏi sứa nhưng ít và ko ngon, sứa ko tươi. Cơm ghẹ thì ăn như xôi nếp chứ ko phải nấu bằng gạo. Gọi tiếp miến xào ghẹ thì miến cũng rất cứng như chưa luộc chín, mò hoài mới thấy lèo tèo vài miếng thịt ghẹ. Con cá mú 1,35kg đem đi kho tộ cũng dở nốt. Mình phải cho điểm 1.
Phục vụ: nhân viên đông nhưng rất thiếu chuyên nghiệp. Nhóm mình vào 16 người, nvien nháo nhào chạy đi tìm chỗ, xếp bàn ko lo xếp mà cứ đứng cự nhau qua lại, xếp có mấy cái bàn cũng mất cả 15 phút. Trong lúc ăn mình xin muỗng & nước chấm rất nhiều lần nhưng nvien thì cứ đứng tụm năm tụm bảy tám chuyện, đùn đẩy cho nhau mà chẳng đứa nào chịu đi lấy. Tức điên luôn!
Giá cả: phụ hoạ cho tiết mục phục vụ kém là cái bill tính tiền ko tưởng: gần 4,5tr - gấp đôi so với bữa ăn y chang vậy ở quán cách đó ko xa.
Hôm qua đi mà cả nhóm mình rất chưng hửng vì vừa đắt, vừa dở lại đc phục vụ chán hơn cả quán nhậu lề đường. Xin thề là bái bai một đi ko trở lại. Mình chưa bao giờ review ở Foody nhưng quá bức xúc nên phải viết để mọi người biết mà tính toán trước khi tới quán. Thân!",23003,vhnamanh,10.214547,103.962475,Nhà Hàng Sông Xanh - Hải Sản,2.0,Nam Anh,0
51332,"40 Mạc Thiên Tích, TT. Dương Đông,Phú Quốc, Phú Quốc","Mình đã đi 1lần và thề là không bao giờ quay lại quán này nữa.Các bạn đi ăn nhớ cẩn thận nhe.Trươc khi đi mình cũng đã tham khảo trên mạng thấy quán này được khen lắm nhưng tiếp tân ở khách sạn dặn mình đừng đi ăn hải sản ở Chợ Đêm,mắc lắm.Mình vào chủ yếu mua cháo cho con ăn thôi,thấy quán bên cạnh ăn tôm tích hỏi giá thì nói chỉ có 70kg/1kg thấy cũng được nên mới dặn chồng mình ra lựa rồi mua 3 con cân được nửa kg,cứ nghĩ là chỉ có 350k thôi ai dè ăn xong tính tới 600k,hỏi ra thì bà c bán hàng nói lấy loại 1200k/1kg nhưng lúc đầu k thèm nói cho chồng mình hay(chắc tại thấy đàn ông mua nên phớt lờ giá luôn).Lúc mình hỏi cho ra lẽ thì bảo là có nói giá cả hết rồi,hỏi mấy bàn bên cạnh mới biết ai cũng ăn loại có 700k k hà vì giữa 2 loại k chênh lệch kích cỡ bao nhiêu mà giá gần gấp đôi.Mình tưc vì gài độ phải mua 3con tôm tích với giá 1200k/1kg.Mình khuyên các bạn có đi Phú Quốc ăn hải sản thì đừng bao giờ ăn ở Chợ Đêm Dinh Cậu nữa,buôn bán chặt chém,chụp giựt mà k được sạch sẽ nữa.Nếu có ăn các bạn nên ghé quán Ra Khơi trên đường 30/4 vừa ngon lại rẻ mà làm nhanh lắm,k phải chờ đợi lâu.",41395,Dung0905,10.224074,103.972018,Quán Nhớ - Hải Sản Chợ Đêm,1.0,Dung0905,0
51384,"27 Bạch Đằng, Khu Phố 2,Phú Quốc, Phú Quốc","Sáng nay mới đi ăn, dân vùng khác 40k dân địa phương 35k. Lèo tèo vài miếng chả, miếng cá tươi mềm oặt. Nước dùng bình thường, nhạt. Nói chung thất vọng",130099,nducminh2906,10.219883,103.958619,Bánh Canh Phụng,1.0,Nguyen Duc Minh,0
51410,"27 Bạch Đằng, Khu Phố 2,Phú Quốc, Phú Quốc","Đợi lâu là điều đầu tiên, sáng sớm mình đã đói xỉu lên xỉu xuống vì đợi và sau đó mình đã no vì tức mình khi đợi quá lâu. Nên cho dù có ngon thì cũng nuốt không vô. Nhớ mãi",130099,phamkieuni,10.219883,103.958619,Bánh Canh Phụng,1.8,Phạm  Кiều Иi,0
51470,"219 Đường 30 Tháng 4,Phú Quốc, Phú Quốc","Đi ăn trưa thì mấy quán chưa mở cửa. Tìm thử ra quán này. Chui vào phòng cũng thoáng mát. Gọi to ghẹ thịt 60k. Thì thấy bánh canh vài cọng còn lại là rau và hành linh tinh. Thịt ghẹ thì nát vụn chắc đc 1 tẹo. 
Đi rồi ko trở lại luôn.",668930,kinhkong284,10.217404,103.975754,Bánh Canh Ghẹ Làng Chài,3.0,Son Ha,0
51471,"219 Đường 30 Tháng 4,Phú Quốc, Phú Quốc","Mình đi tìm quán buổi trưa ăn nhưng không có.
Đi qua quán này thấy sạch sẽ vào ăn thử nhưng thất vọng.
Quán món ăn quá bình thường không muốn nói là tệ.
Sẽ không quay lại.",668930,linhxu3121993,10.217404,103.975754,Bánh Canh Ghẹ Làng Chài,2.4,Linh Xu,0
51473,"219 Đường 30 Tháng 4,Phú Quốc, Phú Quốc","Bánh canh dở tệ. Nước dùng nhạt hơn nước ốc. Tất cả đều dở tệ. Từ nhân viên, giá tiền tới bánh canh. Không bao giờ ăn lại lần nữa. Chào thân ái.",668930,dngk9288,10.217404,103.975754,Bánh Canh Ghẹ Làng Chài,1.8,Dũng Ká,0
51491,"Bạch Đằng,Phú Quốc, Phú Quốc","Ăn 2 tô với 2 ly sữa đậu nành 80k, lúc vô có cả đoàn vô ăn, nên tự phục vụ luôn cho lẹ, chả cá nhiều ngọt, cá thu hơi ít.",86934,thanh_1_6_1_0,10.2195961,103.9583453,Hạnh - Bánh Canh Chả Cá Thu,3.2,Thành Lê,0
51500,"Đường 30/4, Dương Đông,Phú Quốc, Phú Quốc","Quán ăn khá khó chịu về khách vì chỉ vào trễ
Cách phục vụ chả khác gì ăn buffet. Phục vụ chậm rãi và coi như không có phục vụ đối với khách hàng
Đồ ăn tương đối khá dỡ so với những người khác giới thiệu. 
Please do not come to this Restaurant
Bad service for everyone .
Food is not good 
So bad
1 star for this restaurant",15171,Tessy,10.215674,103.968214,Trùng Dương Marina,1.0,Tessy Nguyễn,0
51505,"Đường 30/4, Dương Đông,Phú Quốc, Phú Quốc","Quán ăn có vẻ không có quản lý, nhân viên cứ nhận order rồi bắt khách ngồi đợi. Giá thì đắt gần gấp 3 giá thị trường (VD: 1 kg ghẹ ở đây giá 650k trong khi thị trường giá 230k). Bàn ghế, trang trí thì nhếch nhác, chất lượng hải sản ăn ở đây cũng chỉ ở mức dưới trung bình.",15171,phmth1797,10.215674,103.968214,Trùng Dương Marina,1.6,Phí Mộ Thư,0
51527,"104 Trần Hưng Đạo,Phú Quốc, Phú Quốc",Nhân viên phục vụ quá tệ..trong khi khách đang ăn thì chửi bới và nói chuyện rất to,310847,ptphi,10.200023,103.967472,Korea Eats - Ẩm Thực Hàn Quốc,1.0,ptphi,0
51529,"25 Hùng Vương,Phú Quốc, Phú Quốc","Giá cả mắc gấp đôi ở Hàm Ninh. Các loại sò, nghêu không tươi. Kêu 2 dĩa cơm: 1 cơm ghẹ, 1 cơm hải sản thì bê ra 2 tô cơm nguội ngắt, không biết chiên từ bao giờ. Ăn đĩa cơm hải sản, nguội nhưng còn ăn được, còn đĩa cơm chiên ghẹ thì bị thiêu... Kêu nhân viên quán lại, bê vào trong sau đó nói k phải cơm thiêu mà do mùi ghẹ, vậy chắc là con ghẹ chết nên cơm mới hôi không ăn được như vậy...",669575,ngochandt,10.2187551308481,103.97173941135411,Phố 10 Sơn - Hải Sản Tươi Sống,1.4,Ngọc Hân,0
51567,"41 Đường 30 Tháng 4, KP. 1, TT. Dương Đông,Phú Quốc, Phú Quốc","Khau vi ok,, to to an vua bun, ma gia cao qua so voi chac luong!  minh kieu to mi 3 vat 70k tom muc cung khg nhieu, va 1 to sui cao, Sui cao a tam duoc thoi  rat ngan...minh se khg tro lai.",734774,terytattoovn5301,10.215364,103.961052,"Huỳnh Ký - Mì, Hủ Tiếu & Hoành Thánh",2.8,Caotri Do,0
51576,"98B Trần Hưng Đạo, TT. Dương Đông,Phú Quốc, Phú Quốc","Vì review rất tốt trên foody nên nhà mình cũng đến đây ăn thử nhưng kết quả thì buồn vô cùng:

1. Order của nhà mình bị quên :| ngồi chờ gần 1h bụng đói mốc meo và không có đồ ăn. Mấy bàn khác đến sau cuối cùng lại có đồ trc. Hỏi thì luôn nhận đc câu trả lời “đang làm”, “đang làm”, “đang làm”, “em xin lỗi do nhầm lẫn bill nên đồ ăn của mình lên muộn”. Đến lúc bàn đến sau đó tính tiền ra về rồi đồ ăn của mình vẫn chưa lên hết

2. Đồ ăn ít và không ngon. Dù đang rất đói nhưng vẫn cảm thấy không ngon T_T chị mình gọi ốc nhảy rang me, nhưng vì ốc không tươi nên khều mãi không khều được. Sau đó mẹ mình gọi nhân viên lên đề nghị họ khều thử cũng không được, thì bên nhà hàng bảo sẽ không tính tiền món đó nữa. Món ổn nhất có lẽ là canh rau

3. Tính tiền nhầm T_T nhà hàng tính tiền nhầm, sau đó mình có báo lại thì cũng được sửa. Bình thường đi ăn mình ít khi xem lại hoá đơn lắm, may mà hnay xem nên không bị mất oan

Nhân viên nhã nhặn, không được nhiệt tình như một số bình luận khác miêu tả. Chỉ có đúng 1 anh đeo kính order đồ cho bàn mình là nhiệt tình thôi, còn những người còn lại thì hơi thờ ơ, nhưng về cơ bản là lịch sự.

Ưu điểm lớn nhất là bật list nhạc của Charlie Puth",660261,nguyenphuongha2912,10.2056304569858,103.96278619766241,Nhà Hàng Tấm Cám Cinderella's Beer,3.0,Phương Hà Nguyễn,0
51584,"98B Trần Hưng Đạo, TT. Dương Đông,Phú Quốc, Phú Quốc","Mình cũng tham khảo review quán trên Foody thấy rất cao nên dắt gia đình đến đây hôm nay, nhưng ko như mong đợi. Mình gọi mì xào hải sản, cơm chiên ghẹ, tôm nướng, bạch tuộc nướng và lẩu nấm hải sản. Thật sự thì món ăn từ trang trí đến mùi vị không được ngon lắm, trừ món cơm chiên ghẹ. Mì xào là mì gói nhìn rất lèo tèo, mà cải còn có con ốc sên đen chết trong đó. Mình có phản ánh với bạn nhân viên nữ thì bạn xin lỗi sau đó lật đật bưng dĩa đem cất. Tôm nướng 1 dĩa có 5 con mà con mình ăn thì bị chết mùi hôi ghê lắm luôn, cũng định bỏ qua ăn đại mấy món còn lại cho xong rồi về thì lúc đó có bạn nam người Bắc (ko biết có phải chủ quán?) ra hỏi gia đình mình ăn có vừa miệng không. Mình có phản ánh tôm chết rất hôi thì bạn nói có 1 con chết vậy là tại số của chị rồi ahihi, vậy rồi thôi??? Mình có đóng góp ý kiến cho quán như vậy nhưng mà quán ko có thái độ tích cực cũng như ko có ý giải quyết gì. Mình sẽ ko bao giờ quay lại quán này và cũng ko giới thiệu cho ai đâu ạ. Chất lượng cực tệ!",660261,letranthuyvy,10.2056304569858,103.96278619766241,Nhà Hàng Tấm Cám Cinderella's Beer,2.4,Le Vy,0
51624,"70 Trần Hưng Đạo, Khu 7, Thị Trấn Dương Đông,Phú Quốc, Phú Quốc","Chồng mình người HN, tối 2 đứa lấy xe đi dạo thấy gần ks nên định sáng mai tới ăn sáng, vừa có món miến ngan chồng thích. Sáng mai tới hỏi giá 50k/tô, mình thấy cũng chấp nhận được nên gọi 1 miến ngan, 1 phở bò. Món làm xong bưng ra, miến ngan thì cắt mỏng dánh như ăn buffet lẩu, nước thì nhạt nhão, riêng tô phở bò của mình thì được vài miếng thịt bò, còn lại là thịt ngan ???? Bánh phở khá là hôi và nước thì ko có một chút gì gọi là phở bò, ko có một chút mùi bò gì ở đây hết. Mình quyết định chỉ ăn vài miếng bò và bỏ cả tô rồi kêu tính tiền. Lúc tính tiền, mình hỏi bé phục vụ là thịt này là thịt gì, bé ấy cười và bảo do hết thịt bò nên em bỏ tạm thịt ngan, cô chủ còn đệm thêm ""ko ăn thì bỏ cho chồng ăn"", ối zời ơi, thế thì em ăn cái gì vì em ko ăn đc thịt ngan, 2 người ấy chỉ đứng cười trừ. Tổng thời gian vào quán và đi ra chưa tới 10p.",692160,misszin.lady,10.211686,103.959724,Khoa Đăng Quán - Bún & Miến Măng Vịt,1.0,Ngọc Thư,0
51625,"70 Trần Hưng Đạo, Khu 7, Thị Trấn Dương Đông,Phú Quốc, Phú Quốc","Vừa ko ngon, vừa đắt. Mình là người HN gốc, tìm thấy quán bán đồ HN mừng rơi nước mắt 😂 lại đúng món mình thích là bún ngan. Nào ngờ đâu 2 vợ chồng gọi 2 bát 1 bún 1 miến, và 2 chân gà. Chân gà thì bé chắc bằng ngón tay út, đúng kiểu bỏ đi ko ai ăn. Bát bún thì đếm chắc ko quá 3 lát thịt. Vâng 20k/ chân gà. Chân gà ta nhé :)) nhỏ xíu. Bát bún ít thịt, măng chắc 2 cọng :)). Tổng hoá đơn 140k :)) đã ăn và ko bao giờ DÁM quay lại thêm lần nào nữa",692160,iristibber,10.211686,103.959724,Khoa Đăng Quán - Bún & Miến Măng Vịt,1.0,iristibber,0
51652,"123 Trần Hưng Đạo, Xã Dương Tơ,Phú Quốc, Phú Quốc","Google thấy nên ghé thử ai ngờ... Đồ ăn bình thường nhưng đĩa siêu nhỏ, 30k 1 đĩa 3 con sò lông :))). Nên hỏi kỹ số lượng con 1 đĩa để không bẽ bàng. Nhân viên phục vụ thì hơi khó chịu.",647771,teetran0941,10.199499,103.967799,Ốc 30K,2.8,teetran0941,0
51668,"123 Trần Hưng Đạo, Xã Dương Tơ,Phú Quốc, Phú Quốc","Đã đến, quán đông ơi là đông.
Phục vụ thì kiểu: khách tìm đc chỗ thì ngồi, đứng chờ đc thì chờ, không thì đi
Kiểu quán không cần khách
Xung quanh chật chột, khói ngột ngạt
Không quay lại lần sau",647771,ngocanh.atc02,10.199499,103.967799,Ốc 30K,2.6,An An,0
51670,"123 Trần Hưng Đạo, Xã Dương Tơ,Phú Quốc, Phú Quốc","Nhân viên rất nhiệt tình, ra sức đuổi khách với thái độ 😏. Cám ơn Phú Quốc vì có 1 quán rất ư là nhiệt tình đến nổi chẳng bao giờ quay lại Phú Quốc vì lý do ... Phú Quốc có quán này. Dân du lịch nên suy nghĩ kỹ hãy vào nhá.",647771,zeronguyen79,10.199499,103.967799,Ốc 30K,1.0,zeronguyen79,0
51673,"123 Trần Hưng Đạo, Xã Dương Tơ,Phú Quốc, Phú Quốc","Mình tới lúc 8:10 tối đông tới nỗi hết bàn. Lúc đầu mình qua hỏi còn bàn không? Mình xin phép xưng là nó luôn vì ko đáng để mình tôn trọng. Nó mới kêu là HẾT BÀN RỒI ANH ĐỪNG CÓ HỎI NỮA. Xong mình thấy bàn có khách vừa ra mình hỏi bàn đó mình ngồi đc ko? Nhân viên trả lời Ừ NÓ MỚI RA ĐÓ MÀ BÂY GIỜ CHƯA DỌN ĐÂU, ANH CHỊ ĐỢI ĐƯỢC THÌ ĐỢI. Thấy review rất tốt mới quyết tâm ăn cho bằng được mà nhận lại cách phục vụ + giao tiếp thái độ với khách mất d**. 
Bản thân mình đã thèm đã muốn ăn là tìm mọi cách ăn bằng được dù có đông có phải đợi nhưng cái kiểu ngon rẻ rồi ỷ sẵn đông khách rồi không cần muốn nói gì thì nói thì cho phắn. Mình còn phải tìm quán cafe đối diện kêu đồ uống ngồi trông xem có bàn nào ra ko để chạy qua liền mà hỏi thật sau vụ việc đó thì có đáng hay ko? 
 Có ngon cách mấy cũng ko bén mãng tới để bị người khác thái độ mình kiểu đó. 
Người tây tới thì ăn nói rất vui vẻ người việt thì thái độ vô cùng kém. 
Mình tức tới nỗi phải bật 3g review ngay quán cafe và tiếp tục tìm quán khác :) 
Nếu có điểm 0 mình sẽ tặng hẳn con số 0 chứ ko phải 1 nhé.",647771,giahuyyy977,10.199499,103.967799,Ốc 30K,1.0,giahuy,0
51704,"118/10 Trần Hưng Đạo,Phú Quốc, Phú Quốc","Không gian quán tại vị trí đắc lợi NHƯNG phong cách thiết kế của quán vô vị nhàm chán tối tăm mờ nhạt, nhạc dở , phục vụ kém , nhân viên cư xử tệ , không chuyên nghiệp , giá nước cao ko hề xứng với chất lượng & ngang tầm thấp với phong cách tiếp khách theo phương châm chủ yếu tiếp khách nước ngoài và rất tỏ thái độ khách việt nam. Chủ quán và nhân viên đang kiếm sống trên đất Việt mà lại khinh thường khách việt thì ko thể chấp nhận. Vừa uống chưa kịp uống hết nước thấy ly hơi cạn nhân viên đến hỏi mình uống thêm gì không ( đuổi khách kiểu trơ tráo ).. khách đến ăn uống khách trả tiền và khách hành xử đàng hoàng tử tế mà sự phục vụ của nhân viên yếu kém quá mức cho phép. Ai người việt đừng ghé quán vì lỡ ghé sẽ thất vọng nặng nề.",70169,Tris,10.193594,103.96404,Rory's Beach Bar,1.0,Ny,0
51773,"Trần Phú,Phú Quốc, Phú Quốc","Quán thật sự rất mất vệ sinh, sàn nhà không lau, bàn cũng không lau để đóng mỡ trên bàn 1 lớp rất dơ. Nhân viên không thân thiện, mình ăn tô bún 50k mà chẳng thấy ngon lành gì mà toàn phải đợi với chờ trong khi quán vắng không đông. Mình đi cả nhà 5 người lúc ra bưng bún hỏi có mâm bưng không thì bảo chị bưng từng tô đi, mua 5 ly nước mía cũng phải đợi, đợi lâu quá mình vào hỏi nước mía có phải tự bưng không thì nói ừ đúng rồi, khó hiểu thật đấy :). Sẽ không bao h quay lại",134896,nhihuynh1604,10.231699773071801,103.9529424905777,Bún Quậy Kiến Xây - Trần Phú,1.6,Nhinhi,0
51790,"34 Đường 30 Tháng 4, TT. Dương Đông,Phú Quốc, Phú Quốc","Lần đầu đến, lần đầu ăn. Không biết chén muối với tắc để đâu đến hỏi bạn quầy order thì bạn ấy nói như quát vào mặt ""Muối tự làm..."" ""Bạn thấy cái bảng to đằng kia viết gì không?""
WTF??!! Tất nhiên tôi đã đọc cái bảng đó và tôi hiểu là muối tắc là phải tự làm. Nhưng cái bảng có ghi muối để đâu? Tắc để đâu à? Không có muối không có tắc quậy bằng linh hồn và thể xác tôi sao??? Vcl hết hơi.",755639,foodee_eqrb5h3c,10.214734899116198,103.96206468343729,Bún Quậy Kiến Xây - Đường 30 Tháng 4,3.2,Day Le,0
